range
10000
2000000
10000	20000	30000	40000	50000	60000	70000	80000	90000	100000	110000	120000	130000	140000	150000	160000	170000	180000	190000	200000	210000	220000	230000	240000	250000	260000	270000	280000	290000	300000	310000	320000	330000	340000	350000	360000	370000	380000	390000	400000	410000	420000	430000	440000	450000	460000	470000	480000	490000	500000	510000	520000	530000	540000	550000	560000	570000	580000	590000	600000	610000	620000	630000	640000	650000	660000	670000	680000	690000	700000	710000	720000	730000	740000	750000	760000	770000	780000	790000	800000	810000	820000	830000	840000	850000	860000	870000	880000	890000	900000	910000	920000	930000	940000	950000	960000	970000	980000	990000	1000000	1010000	1020000	1030000	1040000	1050000	1060000	1070000	1080000	1090000	1100000	1110000	1120000	1130000	1140000	1150000	1160000	1170000	1180000	1190000	1200000	1210000	1220000	1230000	1240000	1250000	1260000	1270000	1280000	1290000	1300000	1310000	1320000	1330000	1340000	1350000	1360000	1370000	1380000	1390000	1400000	1410000	1420000	1430000	1440000	1450000	1460000	1470000	1480000	1490000	1500000	1510000	1520000	1530000	1540000	1550000	1560000	1570000	1580000	1590000	1600000	1610000	1620000	1630000	1640000	1650000	1660000	1670000	1680000	1690000	1700000	1710000	1720000	1730000	1740000	1750000	1760000	1770000	1780000	1790000	1800000	1810000	1820000	1830000	1840000	1850000	1860000	1870000	1880000	1890000	1900000	1910000	1920000	1930000	1940000	1950000	1960000	1970000	1980000	1990000	2000000	------------------
Total Memory: 62,914,560
 Free Memory: 60,817,408
 Max Memory: 1,006,632,960
 name                           | 	 shuffle  | 	 elements     | 	 duration_ms  | 	 p_duration_s | 	 p_duration_ns | 	 memory     
 Stream + parallel + sort       | 	 / 1      | 	 420,000      | 	 149          | 	 0            | 	 149,349,000  | 	 15,728,640 
 merge sort                     | 	 / 1      | 	 430,000      | 	 187          | 	 0            | 	 187,078,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 430,000      | 	 158          | 	 0            | 	 157,960,000  | 	 2,490,400  
 Arrays.parallelSort            | 	 / 1      | 	 430,000      | 	 97           | 	 0            | 	 97,274,000   | 	 2,221,872  
 Linked Hashmap                 | 	 / 1      | 	 430,000      | 	 299          | 	 0            | 	 299,173,000  | 	 39,321,600 
 Stream + parallel + sort       | 	 / 1      | 	 430,000      | 	 133          | 	 0            | 	 133,769,000  | 	 17,320,568 
 merge sort                     | 	 / 1      | 	 440,000      | 	 212          | 	 0            | 	 212,198,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 440,000      | 	 165          | 	 0            | 	 164,540,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 440,000      | 	 107          | 	 0            | 	 106,600,000  | 	 2,250,968  
 Linked Hashmap                 | 	 / 1      | 	 440,000      | 	 428          | 	 0            | 	 428,192,000  | 	 -538,598,432 
 Stream + parallel + sort       | 	 / 1      | 	 440,000      | 	 257          | 	 0            | 	 256,680,000  | 	 7,202,696  
 merge sort                     | 	 / 1      | 	 450,000      | 	 196          | 	 0            | 	 196,874,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 450,000      | 	 160          | 	 0            | 	 159,898,000  | 	 2,555,952  
 Arrays.parallelSort            | 	 / 1      | 	 450,000      | 	 99           | 	 0            | 	 99,654,000   | 	 2,215,448  
 Linked Hashmap                 | 	 / 1      | 	 450,000      | 	 300          | 	 0            | 	 299,910,000  | 	 40,368,128 
 Stream + parallel + sort       | 	 / 1      | 	 450,000      | 	 304          | 	 0            | 	 303,918,000  | 	 7,265,536  
 merge sort                     | 	 / 1      | 	 460,000      | 	 206          | 	 0            | 	 205,984,000  | 	 2,099,200  
 Arrays.sort                    | 	 / 1      | 	 460,000      | 	 173          | 	 0            | 	 173,056,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 460,000      | 	 128          | 	 0            | 	 127,778,000  | 	 2,205,624  
 Linked Hashmap                 | 	 / 1      | 	 460,000      | 	 285          | 	 0            | 	 284,379,000  | 	 40,894,464 
 Stream + parallel + sort       | 	 / 1      | 	 460,000      | 	 136          | 	 0            | 	 135,734,000  | 	 17,446,848 
 merge sort                     | 	 / 1      | 	 470,000      | 	 210          | 	 0            | 	 210,460,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 470,000      | 	 176          | 	 0            | 	 176,242,000  | 	 2,490,400  
 Arrays.parallelSort            | 	 / 1      | 	 470,000      | 	 95           | 	 0            | 	 94,673,000   | 	 2,236,920  
 Linked Hashmap                 | 	 / 1      | 	 470,000      | 	 271          | 	 0            | 	 270,324,000  | 	 41,943,040 
 Stream + parallel + sort       | 	 / 1      | 	 470,000      | 	 306          | 	 0            | 	 306,809,000  | 	 -474,970,504 
 merge sort                     | 	 / 1      | 	 480,000      | 	 214          | 	 0            | 	 213,736,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 480,000      | 	 192          | 	 0            | 	 191,924,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 480,000      | 	 103          | 	 0            | 	 103,145,000  | 	 2,226,576  
 Linked Hashmap                 | 	 / 1      | 	 480,000      | 	 269          | 	 0            | 	 269,061,000  | 	 31,455,232 
 Stream + parallel + sort       | 	 / 1      | 	 480,000      | 	 188          | 	 0            | 	 187,989,000  | 	 18,382,064 
 merge sort                     | 	 / 1      | 	 490,000      | 	 241          | 	 0            | 	 240,538,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 490,000      | 	 212          | 	 0            | 	 211,434,000  | 	 2,555,952  
 Arrays.parallelSort            | 	 / 1      | 	 490,000      | 	 101          | 	 0            | 	 100,977,000  | 	 2,241,792  
 Linked Hashmap                 | 	 / 1      | 	 490,000      | 	 342          | 	 0            | 	 342,866,000  | 	 42,469,376 
 Stream + parallel + sort       | 	 / 1      | 	 490,000      | 	 184          | 	 0            | 	 184,508,000  | 	 17,948,896 
 merge sort                     | 	 / 1      | 	 500,000      | 	 238          | 	 0            | 	 237,759,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 500,000      | 	 401          | 	 0            | 	 400,904,000  | 	 -15,990,768 
 Arrays.parallelSort            | 	 / 1      | 	 500,000      | 	 108          | 	 0            | 	 107,638,000  | 	 2,256,720  
 Linked Hashmap                 | 	 / 1      | 	 500,000      | 	 333          | 	 0            | 	 332,851,000  | 	 42,991,616 
 Stream + parallel + sort       | 	 / 1      | 	 500,000      | 	 321          | 	 0            | 	 320,962,000  | 	 6,664,464  
 merge sort                     | 	 / 1      | 	 510,000      | 	 236          | 	 0            | 	 235,701,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 510,000      | 	 222          | 	 0            | 	 222,400,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 510,000      | 	 261          | 	 0            | 	 261,143,000  | 	 -505,293,760 
 Linked Hashmap                 | 	 / 1      | 	 510,000      | 	 288          | 	 0            | 	 287,684,000  | 	 41,940,992 
 Stream + parallel + sort       | 	 / 1      | 	 510,000      | 	 160          | 	 0            | 	 159,739,000  | 	 18,775,072 
 merge sort                     | 	 / 1      | 	 520,000      | 	 245          | 	 0            | 	 244,374,000  | 	 2,097,152  
 Arrays.sort                    | 	 / 1      | 	 520,000      | 	 210          | 	 0            | 	 209,884,000  | 	 2,359,312  
 Arrays.parallelSort            | 	 / 1      | 	 520,000      | 	 126          | 	 0            | 	 126,468,000  | 	 2,246,280  
 Linked Hashmap                 | 	 / 1      | 	 520,000      | 	 301          | 	 0            | 	 301,695,000  | 	 46,661,632 
 Stream + parallel + sort       | 	 / 1      | 	 520,000      | 	 324          | 	 0            | 	 324,528,000  | 	 7,864,320  
 merge sort                     | 	 / 1      | 	 530,000      | 	 279          | 	 0            | 	 278,759,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 530,000      | 	 293          | 	 0            | 	 293,250,000  | 	 3,407,888  
 Arrays.parallelSort            | 	 / 1      | 	 530,000      | 	 122          | 	 0            | 	 121,657,000  | 	 3,269,224  
 Linked Hashmap                 | 	 / 1      | 	 530,000      | 	 340          | 	 0            | 	 340,070,000  | 	 47,710,208 
 Stream + parallel + sort       | 	 / 1      | 	 530,000      | 	 330          | 	 0            | 	 329,244,000  | 	 12,001,920 
 merge sort                     | 	 / 1      | 	 540,000      | 	 340          | 	 0            | 	 339,720,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 540,000      | 	 334          | 	 0            | 	 334,242,000  | 	 3,538,976  
 Arrays.parallelSort            | 	 / 1      | 	 540,000      | 	 242          | 	 0            | 	 242,619,000  | 	 3,287,896  
 Linked Hashmap                 | 	 / 1      | 	 540,000      | 	 647          | 	 0            | 	 646,920,000  | 	 -488,636,416 
 Stream + parallel + sort       | 	 / 1      | 	 540,000      | 	 246          | 	 0            | 	 245,713,000  | 	 21,215,936 
 merge sort                     | 	 / 1      | 	 550,000      | 	 367          | 	 0            | 	 366,952,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 550,000      | 	 292          | 	 0            | 	 292,350,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1      | 	 550,000      | 	 139          | 	 0            | 	 139,191,000  | 	 3,311,896  
 Linked Hashmap                 | 	 / 1      | 	 550,000      | 	 170          | 	 0            | 	 169,728,000  | 	 51,380,224 
 Stream + parallel + sort       | 	 / 1      | 	 550,000      | 	 220          | 	 0            | 	 220,326,000  | 	 25,252,608 
 merge sort                     | 	 / 1      | 	 560,000      | 	 294          | 	 0            | 	 293,563,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 560,000      | 	 246          | 	 0            | 	 245,623,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1      | 	 560,000      | 	 150          | 	 0            | 	 149,897,000  | 	 3,318,448  
 Linked Hashmap                 | 	 / 1      | 	 560,000      | 	 316          | 	 0            | 	 316,749,000  | 	 50,331,648 
 Stream + parallel + sort       | 	 / 1      | 	 560,000      | 	 344          | 	 0            | 	 343,766,000  | 	 11,429,480 
 merge sort                     | 	 / 1      | 	 570,000      | 	 283          | 	 0            | 	 283,276,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 570,000      | 	 248          | 	 0            | 	 247,174,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1      | 	 570,000      | 	 168          | 	 0            | 	 168,152,000  | 	 -526,204,832 
 Linked Hashmap                 | 	 / 1      | 	 570,000      | 	 329          | 	 0            | 	 328,686,000  | 	 46,661,632 
 Stream + parallel + sort       | 	 / 1      | 	 570,000      | 	 361          | 	 0            | 	 360,510,000  | 	 2,354,720  
 merge sort                     | 	 / 1      | 	 580,000      | 	 281          | 	 0            | 	 280,977,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 580,000      | 	 244          | 	 0            | 	 244,154,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 580,000      | 	 123          | 	 0            | 	 123,315,000  | 	 3,295,464  
 Linked Hashmap                 | 	 / 1      | 	 580,000      | 	 281          | 	 0            | 	 281,216,000  | 	 46,139,392 
 Stream + parallel + sort       | 	 / 1      | 	 580,000      | 	 207          | 	 0            | 	 206,378,000  | 	 23,777,872 
 merge sort                     | 	 / 1      | 	 590,000      | 	 271          | 	 0            | 	 270,799,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 590,000      | 	 257          | 	 0            | 	 257,393,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 590,000      | 	 154          | 	 0            | 	 154,024,000  | 	 3,309,768  
 Linked Hashmap                 | 	 / 1      | 	 590,000      | 	 323          | 	 0            | 	 323,417,000  | 	 52,955,136 
 Stream + parallel + sort       | 	 / 1      | 	 590,000      | 	 235          | 	 0            | 	 235,177,000  | 	 24,040,584 
 merge sort                     | 	 / 1      | 	 600,000      | 	 287          | 	 0            | 	 286,859,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 600,000      | 	 247          | 	 0            | 	 247,091,000  | 	 -550,109,152 
 Arrays.parallelSort            | 	 / 1      | 	 600,000      | 	 128          | 	 0            | 	 128,639,000  | 	 3,342,576  
 Linked Hashmap                 | 	 / 1      | 	 600,000      | 	 317          | 	 0            | 	 316,616,000  | 	 39,323,648 
 Stream + parallel + sort       | 	 / 1      | 	 600,000      | 	 217          | 	 0            | 	 216,157,000  | 	 23,763,168 
 merge sort                     | 	 / 1      | 	 610,000      | 	 296          | 	 0            | 	 295,622,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 610,000      | 	 273          | 	 0            | 	 272,207,000  | 	 5,701,680  
 Arrays.parallelSort            | 	 / 1      | 	 610,000      | 	 142          | 	 0            | 	 141,983,000  | 	 3,327,256  
 Linked Hashmap                 | 	 / 1      | 	 610,000      | 	 332          | 	 0            | 	 331,758,000  | 	 53,999,616 
 Stream + parallel + sort       | 	 / 1      | 	 610,000      | 	 239          | 	 0            | 	 238,621,000  | 	 23,700,048 
 merge sort                     | 	 / 1      | 	 620,000      | 	 287          | 	 0            | 	 286,336,000  | 	 3,147,776  
 Arrays.sort                    | 	 / 1      | 	 620,000      | 	 266          | 	 0            | 	 266,631,000  | 	 5,734,464  
 Arrays.parallelSort            | 	 / 1      | 	 620,000      | 	 137          | 	 0            | 	 137,128,000  | 	 3,353,304  
 Linked Hashmap                 | 	 / 1      | 	 620,000      | 	 320          | 	 0            | 	 320,122,000  | 	 54,525,952 
 Stream + parallel + sort       | 	 / 1      | 	 620,000      | 	 403          | 	 0            | 	 402,700,000  | 	 14,155,776 
 merge sort                     | 	 / 1      | 	 630,000      | 	 333          | 	 0            | 	 332,847,000  | 	 -547,356,672 
 Arrays.sort                    | 	 / 1      | 	 630,000      | 	 261          | 	 0            | 	 261,028,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 630,000      | 	 143          | 	 0            | 	 142,673,000  | 	 3,285,896  
 Linked Hashmap                 | 	 / 1      | 	 630,000      | 	 338          | 	 0            | 	 337,220,000  | 	 42,465,280 
 Stream + parallel + sort       | 	 / 1      | 	 630,000      | 	 240          | 	 0            | 	 239,298,000  | 	 24,758,272 
 merge sort                     | 	 / 1      | 	 640,000      | 	 320          | 	 0            | 	 320,192,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 640,000      | 	 287          | 	 0            | 	 286,538,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 640,000      | 	 148          | 	 0            | 	 148,631,000  | 	 3,324,088  
 Linked Hashmap                 | 	 / 1      | 	 640,000      | 	 354          | 	 0            | 	 353,808,000  | 	 55,572,480 
 Stream + parallel + sort       | 	 / 1      | 	 640,000      | 	 258          | 	 0            | 	 258,008,000  | 	 26,443,880 
 merge sort                     | 	 / 1      | 	 650,000      | 	 370          | 	 0            | 	 370,403,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 650,000      | 	 347          | 	 0            | 	 347,345,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1      | 	 650,000      | 	 183          | 	 0            | 	 183,556,000  | 	 3,335,552  
 Linked Hashmap                 | 	 / 1      | 	 650,000      | 	 536          | 	 0            | 	 535,887,000  | 	 57,781,392 
 Stream + parallel + sort       | 	 / 1      | 	 650,000      | 	 324          | 	 0            | 	 323,691,000  | 	 24,836,456 
 merge sort                     | 	 / 1      | 	 660,000      | 	 510          | 	 0            | 	 510,634,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 660,000      | 	 361          | 	 0            | 	 360,687,000  | 	 5,701,680  
 Arrays.parallelSort            | 	 / 1      | 	 660,000      | 	 395          | 	 0            | 	 394,384,000  | 	 -11,329,144 
 Linked Hashmap                 | 	 / 1      | 	 660,000      | 	 350          | 	 0            | 	 350,546,000  | 	 51,904,512 
 Stream + parallel + sort       | 	 / 1      | 	 660,000      | 	 287          | 	 0            | 	 286,622,000  | 	 25,450,080 
 merge sort                     | 	 / 1      | 	 670,000      | 	 376          | 	 0            | 	 375,923,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 670,000      | 	 314          | 	 0            | 	 314,002,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 670,000      | 	 190          | 	 0            | 	 189,327,000  | 	 3,356,360  
 Linked Hashmap                 | 	 / 1      | 	 670,000      | 	 321          | 	 0            | 	 320,928,000  | 	 57,669,632 
 Stream + parallel + sort       | 	 / 1      | 	 670,000      | 	 254          | 	 0            | 	 253,955,000  | 	 25,602,824 
 merge sort                     | 	 / 1      | 	 680,000      | 	 338          | 	 0            | 	 338,228,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 680,000      | 	 274          | 	 0            | 	 273,719,000  | 	 5,750,864  
 Arrays.parallelSort            | 	 / 1      | 	 680,000      | 	 163          | 	 0            | 	 162,275,000  | 	 -564,979,648 
 Linked Hashmap                 | 	 / 1      | 	 680,000      | 	 291          | 	 0            | 	 291,666,000  | 	 51,902,464 
 Stream + parallel + sort       | 	 / 1      | 	 680,000      | 	 244          | 	 0            | 	 243,594,000  | 	 25,100,656 
 merge sort                     | 	 / 1      | 	 690,000      | 	 315          | 	 0            | 	 315,174,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 690,000      | 	 281          | 	 0            | 	 281,643,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 690,000      | 	 176          | 	 0            | 	 176,231,000  | 	 3,363,112  
 Linked Hashmap                 | 	 / 1      | 	 690,000      | 	 453          | 	 0            | 	 453,006,000  | 	 51,904,512 
 Stream + parallel + sort       | 	 / 1      | 	 690,000      | 	 252          | 	 0            | 	 252,060,000  | 	 26,498,888 
 merge sort                     | 	 / 1      | 	 700,000      | 	 311          | 	 0            | 	 311,677,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 700,000      | 	 288          | 	 0            | 	 287,819,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 700,000      | 	 159          | 	 0            | 	 159,125,000  | 	 3,343,184  
 Linked Hashmap                 | 	 / 1      | 	 700,000      | 	 319          | 	 0            | 	 319,095,000  | 	 55,576,576 
 Stream + parallel + sort       | 	 / 1      | 	 700,000      | 	 503          | 	 0            | 	 502,899,000  | 	 16,777,216 
 merge sort                     | 	 / 1      | 	 710,000      | 	 397          | 	 0            | 	 397,484,000  | 	 -566,231,040 
 Arrays.sort                    | 	 / 1      | 	 710,000      | 	 300          | 	 0            | 	 300,615,000  | 	 5,701,680  
 Arrays.parallelSort            | 	 / 1      | 	 710,000      | 	 158          | 	 0            | 	 158,085,000  | 	 3,335,400  
 Linked Hashmap                 | 	 / 1      | 	 710,000      | 	 335          | 	 0            | 	 334,770,000  | 	 45,090,816 
 Stream + parallel + sort       | 	 / 1      | 	 710,000      | 	 478          | 	 0            | 	 478,354,000  | 	 16,252,928 
 merge sort                     | 	 / 1      | 	 720,000      | 	 339          | 	 0            | 	 339,216,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 720,000      | 	 288          | 	 0            | 	 287,601,000  | 	 5,701,680  
 Arrays.parallelSort            | 	 / 1      | 	 720,000      | 	 180          | 	 0            | 	 180,538,000  | 	 3,322,832  
 Linked Hashmap                 | 	 / 1      | 	 720,000      | 	 397          | 	 0            | 	 396,703,000  | 	 63,963,136 
 Stream + parallel + sort       | 	 / 1      | 	 720,000      | 	 318          | 	 0            | 	 318,291,000  | 	 26,982,288 
 merge sort                     | 	 / 1      | 	 730,000      | 	 424          | 	 0            | 	 423,231,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 730,000      | 	 341          | 	 0            | 	 340,375,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1      | 	 730,000      | 	 345          | 	 0            | 	 344,635,000  | 	 -560,260,160 
 Linked Hashmap                 | 	 / 1      | 	 730,000      | 	 383          | 	 0            | 	 382,283,000  | 	 62,388,224 
 Stream + parallel + sort       | 	 / 1      | 	 730,000      | 	 287          | 	 0            | 	 287,047,000  | 	 26,875,008 
 merge sort                     | 	 / 1      | 	 740,000      | 	 386          | 	 0            | 	 385,648,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 740,000      | 	 373          | 	 0            | 	 372,658,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1      | 	 740,000      | 	 189          | 	 0            | 	 188,514,000  | 	 3,370,512  
 Linked Hashmap                 | 	 / 1      | 	 740,000      | 	 571          | 	 0            | 	 571,041,000  | 	 56,100,864 
 Stream + parallel + sort       | 	 / 1      | 	 740,000      | 	 601          | 	 0            | 	 601,411,000  | 	 19,920,896 
 merge sort                     | 	 / 1      | 	 750,000      | 	 629          | 	 0            | 	 628,759,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 750,000      | 	 550          | 	 0            | 	 550,662,000  | 	 5,765,120  
 Arrays.parallelSort            | 	 / 1      | 	 750,000      | 	 273          | 	 0            | 	 272,626,000  | 	 3,350,512  
 Linked Hashmap                 | 	 / 1      | 	 750,000      | 	 571          | 	 0            | 	 570,394,000  | 	 67,635,200 
 Stream + parallel + sort       | 	 / 1      | 	 750,000      | 	 437          | 	 0            | 	 437,045,000  | 	 -550,237,584 
 merge sort                     | 	 / 1      | 	 760,000      | 	 468          | 	 0            | 	 468,177,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 760,000      | 	 384          | 	 0            | 	 383,462,000  | 	 5,505,040  
 Arrays.parallelSort            | 	 / 1      | 	 760,000      | 	 210          | 	 0            | 	 209,793,000  | 	 3,359,192  
 Linked Hashmap                 | 	 / 1      | 	 760,000      | 	 366          | 	 0            | 	 365,471,000  | 	 62,390,272 
 Stream + parallel + sort       | 	 / 1      | 	 760,000      | 	 444          | 	 0            | 	 443,328,000  | 	 18,540,544 
 merge sort                     | 	 / 1      | 	 770,000      | 	 415          | 	 0            | 	 414,585,000  | 	 3,145,728  
 Arrays.sort                    | 	 / 1      | 	 770,000      | 	 341          | 	 0            | 	 340,705,000  | 	 5,636,128  
 Arrays.parallelSort            | 	 / 1      | 	 770,000      | 	 197          | 	 0            | 	 197,871,000  | 	 3,355,744  
 Linked Hashmap                 | 	 / 1      | 	 770,000      | 	 399          | 	 0            | 	 398,621,000  | 	 65,013,760 
 Stream + parallel + sort       | 	 / 1      | 	 770,000      | 	 617          | 	 0            | 	 616,878,000  | 	 26,098,808 
 merge sort                     | 	 / 1      | 	 780,000      | 	 719          | 	 0            | 	 718,537,000  | 	 -504,889,344 
